method,h,lp_norm,inside_cells,inside_cells_phase1,inside_cells_phase2,inside_cells_by_dim,all_err,full_err,cut_err,empty_err,phase1_all_err,phase1_full_err,phase1_cut_err,phase1_empty_err,phase2_all_err,phase2_full_err,phase2_cut_err,phase2_empty_err,pair_order_all,pair_order_full,pair_order_cut
Heat_2ph_2D_MovingVertical_100.53096491487338,1.0,L^2,12,4,8,"[4, 8]",0.40506975176288224,0.22921750288423892,0.33397730486480204,0.0,0.261843704614208,0.0,0.261843704614208,0.0,0.40506975176288224,0.22921750288423892,0.33397730486480204,0.0,NaN,NaN,NaN
Heat_2ph_2D_MovingVertical_100.53096491487338,0.5,L^2,56,24,32,"[24, 32]",0.4161806693948165,0.266886490944344,0.3193398668023336,0.0,0.31670976893996794,0.2039639264211729,0.24228865937320762,0.0,0.4161806693948165,0.266886490944344,0.3193398668023336,0.0,-0.03903959983710577,-0.21950907063681452,0.06465739688468007
Heat_2ph_2D_MovingVertical_100.53096491487338,0.25,L^2,240,112,128,"[112, 128]",0.12707653056232623,0.10439989867090065,0.07245071274503458,0.0,0.10274742454492522,0.09188169821873862,0.04598681096853467,0.0,0.12707653056232623,0.10439989867090065,0.07245071274503458,0.0,1.7115123495587554,1.3541059704485707,2.140020884368657
Heat_2ph_2D_MovingVertical_100.53096491487338,0.125,L^2,992,480,512,"[480, 512]",0.0006088168120163153,0.00043472054437743553,0.00042623462891920914,0.0,0.00041885655060155535,0.00041885655060155535,0.0,0.0,0.0006088168120163153,0.00043472054437743553,0.00042623462891920914,0.0,7.705473693644082,7.9078163190267015,7.409208264457538
Heat_2ph_2D_MovingVertical_100.53096491487338,0.0625,L^2,4032,1920,2112,"[1920, 2112]",0.0013014577462913133,0.0012670027800766577,0.0003446908948450402,0.0,0.00119793426672391,0.0011472727201508267,0.0003446908948450402,0.0,0.0013014577462913133,0.0012670027800766577,0.00029748314348830763,0.0,-1.096048369882766,-1.543259507668843,0.30634461809142766
Heat_2ph_2D_MovingVertical_100.53096491487338,0.03125,L^2,16256,7808,8448,"[7808, 8448]",0.0009045544820627633,0.0008957774290668919,0.00016758757954710144,0.0,0.0008277961002009531,0.0008106545421382961,0.00016758757954710144,0.0,0.0009045544820627633,0.0008957774290668919,0.0001257044493808538,0.0,0.5248491680318144,0.5002074699352695,1.0403879595685221
