picard_iters,picard_residual,newton_iters,newton_residual,div_linf,kinetic_energy,max_abs_ux,max_abs_uy,min_p,max_p,linf_ux_ghia,l2_ux_ghia,linf_uy_ghia,l2_uy_ghia
34,9.371485354958686e-7,14,6.548020459185011e-10,0.0078125,646.9331895365282,1.0,0.6223911441602742,-0.6113858158520955,0.29205848141408797,0.09357502234631632,0.035095630819095586,0.08288275181308202,0.04615154634367929
