alpha,omega,dt,target_bulk,amp_err_center,phase_err_center,amp_err_bulk,phase_err_bulk,amp_err_shear,phase_err_shear,energy_rel
10.0,5.0,0.005235987755982988,1.0,0.009757566686000255,-0.11298130119394045,0.00356447362222867,-0.1560469634933952,0.19142477989289275,-10.524672676719604,0.07281041697575998
