mean_uω,max_uω,mean_uγ,max_uγ,min_p,max_p,mean_p,adjoint_rel_error,viscous_sym_error,rayleigh_quotient
1.0,1.0,1.0,1.0,-9.442691213153234e-14,0.0,-6.597469290347232e-14,1.001817966990366,0.0,5506.518577004139
