k,radius,b,U,Fx,Fy,Cd,Cl,lambda,Δt,T_end,nx,ny
0.1,0.1,1.0,1.0,14.716323683615649,-0.0,147.16323683615647,-0.0,0.0,0.02,0.4,96,32
