iterations,residual,l2_profile,linf_profile,rel_center_err,mean_ux,max_ux,mean_uy,max_uy,mean_p,min_p,max_p
5,6.448908074219162e-11,0.0036529726236820474,0.0013400832227891124,0.0013172312859458522,0.3939198935187821,0.9986827687140541,-1.3991256056418194e-11,0.024263645068080573,0.6767259520431997,-40.0996104378325,26.019456881010118
