nx,h,dt,L2_error,rel_pos_error,ooc_L2,ooc_pos
4,0.3125,0.09765625,0.09506864114811593,0.13281112101595355,NaN,NaN
8,0.140625,0.019775390625,0.036609622534310986,0.07224551418302569,1.1950893610553737,0.7624945149272722
16,0.06640625,0.0044097900390625,0.011661596854733777,0.037552192604179135,1.5247253946901607,0.8720959491998337
32,0.0322265625,0.0010385513305664062,0.004313367880039764,0.01910757468957011,1.3756319719492853,0.9345045598290445
64,0.015869140625,0.0002518296241760254,0.001393323251349956,0.009611798655475984,1.5951495122159016,0.9699029572304605
128,0.00787353515625,6.199255585670471e-5,0.0005771618567127476,0.004795583580242402,1.2574731861949386,0.9920480698608739
