nx,Tstart,Tend,dx,dt,L1_error,L2_error,rel_pos_error,stefan_residual_max,stefan_residual_last,ooc_L2,ooc_pos
8,0.4,0.5,0.125,0.0078125,0.018312503136269344,0.02394004750965166,0.009527500100730267,0.012461785298617762,0.00011125983739223959,NaN,NaN
16,0.4,0.5,0.0625,0.001953125,0.008428089431528823,0.010133151894101062,0.01529872435150809,0.0029818391257892232,3.8427453977041455e-5,1.2403430243589924,-0.6832417387645989
32,0.4,0.5,0.03125,0.00048828125,0.004418181085068673,0.005264481044256411,0.00663731751432917,0.0007487671848868391,3.2248936147351824e-7,0.9447197638924186,1.2047391658902737
64,0.4,0.5,0.015625,0.0001220703125,0.002162340098884892,0.0025676598592935165,0.0033085933400929498,0.00018058774388164127,1.0096841248800675e-8,1.035837222256666,1.004382310570422
128,0.4,0.5,0.0078125,3.0517578125e-5,0.0010978401456723436,0.0012967161036524905,0.0015968360985498674,4.4180973454249765e-5,3.496605313640542e-10,0.9855914417935693,1.0510017404464422
