nx,h,dt,L2_error,rel_pos_error,ooc_L2,ooc_pos
4,0.3125,0.09765625,0.09506839350952462,0.13281247804464213,NaN,NaN
8,0.140625,0.019775390625,0.03660949863875214,0.07224825582073158,1.1950903371226396,0.7624597870251875
16,0.06640625,0.0044097900390625,0.011661163219198956,0.03756042694274819,1.5247704448272335,0.8718543077191584
32,0.0322265625,0.0010385513305664062,0.0043131632350632615,0.019113642165298622,1.375646162644453,0.934368682379845
64,0.015869140625,0.0002518296241760254,0.0013931040549575626,0.009615433931603051,1.5953046276045983,0.9698173495791408
128,0.00787353515625,6.199255585670471e-5,0.0005770641780311946,0.004797515223563115,1.2574901972033672,0.9920130034966617
