nx,ny,h,dt,L1_error,L2_error,rel_pos_error,stefan_residual_max,stefan_residual_last,ooc_L1,ooc_L2,ooc_pos
4,4,0.25,0.03125,0.0,0.0,0.3168699489360269,0.0,0.0,NaN,NaN,NaN
8,8,0.125,0.0078125,0.04951362556440589,0.06495013142021656,0.19839865089910597,0.015749417035199817,0.002956618417458992,NaN,NaN,0.6754886295214755
16,16,0.0625,0.001953125,0.009153759658781045,0.011820092450075946,0.1049528802127104,0.0014987185086420482,2.5673907444456745e-15,2.435389274317705,2.458091125323954,0.9186604565769537
32,32,0.03125,0.00048828125,0.003347227572185867,0.009172403059464325,0.052365784767166905,0.00017068766658212466,1.734723475976807e-18,1.451397772330561,0.36586966227311296,1.0030453754404025
64,64,0.015625,0.0001220703125,0.001125879985548796,0.0038566843876900194,0.02752148878643399,1.9953060325407068e-5,8.673617379884035e-19,1.5719135907842106,1.2499386644727997,0.928065963032143
