nx,ny,h,dt,L1_error,L2_error,rel_pos_error,stefan_residual_max,stefan_residual_last,ooc_L1,ooc_L2,ooc_pos
4,4,0.25,0.03125,0.0,0.0,0.3168699489360269,0.0,0.0,NaN,NaN,NaN
8,8,0.125,0.0078125,0.06948436742397689,0.09123262048859325,0.22789382193516158,0.015749417035199817,0.007686850698102467,NaN,NaN,0.47552903048956435
16,16,0.0625,0.001953125,0.011833241634923653,0.014919584210673228,0.08582742366392207,0.0014987185086420482,0.0004707771272726806,2.553843092988004,2.6123424263098287,1.4088512166809612
32,32,0.03125,0.00048828125,0.004167970813677338,0.009627582569232145,0.05468877889837984,0.00017068766658212466,1.5226474156897901e-5,1.5054282639207945,0.6319618339240053,0.6501938430581516
64,64,0.015625,0.0001220703125,0.001274330177654725,0.003974220575105715,0.02804870278752343,1.9953060325407068e-5,4.019810996762872e-6,1.7096060482946474,1.276501644577012,0.9633107998941355
