nx,h,dt,L1_error,L2_error,rel_pos_error,stefan_residual_max,stefan_residual_last,ooc_L1,ooc_L2,ooc_pos
4,0.25,0.03125,0.0694568031536285,0.1133498641382703,0.29560963687270825,0.2909737652752734,0.003930361972294391,NaN,NaN,NaN
8,0.125,0.0078125,0.021186020796969584,0.025727111173453707,0.1492363302863381,0.05479615854717724,0.0012839871324963337,1.713003367059899,2.139421286837049,0.9860945121950597
16,0.0625,0.001953125,0.00782959714769819,0.00883741318016738,0.0712076458729897,0.012021443075986939,1.2774329203385157e-6,1.4361026588536616,1.541593428017359,1.0674947268775767
32,0.03125,0.00048828125,0.0032934384256106666,0.0036522045793189652,0.0352974390604083,0.0029502667586856763,1.0409013061207784e-13,1.249343501533865,1.2748565562036382,1.0124686426602953
64,0.015625,0.0001220703125,0.001893658075698495,0.0021545187842607295,0.01721242934968893,0.0006941627050736356,1.3325657851476214e-14,0.798418720442428,0.7614019038754809,1.0361127825845877
128,0.0078125,3.0517578125e-5,0.0009136025463054174,0.0010032064090369826,0.00851574583961989,0.00016484175387764376,1.9800242175016525e-17,1.0515372804311198,1.102747206683957,1.0152459357059738
