nx,h,dt,L1_error,L2_error,rel_pos_error,stefan_residual_max,stefan_residual_last,ooc_L1,ooc_L2,ooc_pos
4,0.25,0.03125,0.06734383909217045,0.09523857058641888,0.4586016969528286,0.2909737652752734,0.08920942920673047,NaN,NaN,NaN
8,0.125,0.0078125,0.03052607679162709,0.04646787069198481,0.1781039658044417,0.05593134143233549,3.0825143965129698e-9,1.141503781261688,1.0353124302822043,1.3645220523068644
16,0.0625,0.001953125,0.01082191542848747,0.01508232128915929,0.07788460050813677,0.012324934837859697,1.0443469006249373e-11,1.496086314384853,1.6233750494814283,1.1933096318123024
32,0.03125,0.00048828125,0.003352115670942931,0.003996403577567764,0.03775051630569491,0.0028834612803023806,7.382647316828833e-10,1.6908120341834405,1.916084301502267,1.044841728064003
64,0.015625,0.0001220703125,0.001984499410831634,0.002802309257297505,0.017920317708871213,0.0006791203735509438,1.477013498486779e-13,0.7562967987302978,0.5120861037965483,1.0749001608754427
128,0.0078125,3.0517578125e-5,0.0009450389156739865,0.0011544739925264745,0.008670511951983425,0.0001651422379134841,3.759381627071838e-12,1.0703294897419477,1.2793805044311723,1.0474071298566034
