nx,Tstart,Tend,dx,dt,L1_error,L2_error,rel_pos_error,stefan_residual_max,stefan_residual_last,ooc_L2,ooc_pos
8,0.1,0.2,0.125,0.0078125,0.019560850250302433,0.024357540726018718,0.0936339231915464,0.027400764172076004,0.0002530655250443641,NaN,NaN
16,0.1,0.2,0.0625,0.001953125,0.010850676985592741,0.01233046514524307,0.044366707480843,0.006230892649308881,3.193270441791303e-5,0.9821412540951802,1.0775538144986971
32,0.1,0.2,0.03125,0.00048828125,0.00579331984574314,0.0065360295544227565,0.019356311333765728,0.0014909195628946116,9.931189504801307e-7,0.9157408117695445,1.196673443260303
64,0.1,0.2,0.015625,0.0001220703125,0.002558775633147649,0.0028455052658086515,0.009461855951957126,0.00037438359244341957,4.118230783242672e-8,1.1997296577514118,1.0326089469058057
128,0.1,0.2,0.0078125,3.0517578125e-5,0.0013384426619367463,0.0014799229777726782,0.004556636652392602,9.029387194082064e-5,1.4123444660896103e-9,0.9431627561826414,1.054153863111878
