nx,ny,h,dt,L1_error,L2_error,rel_pos_error,stefan_residual_max,stefan_residual_last,ooc_L1,ooc_L2,ooc_pos
4,4,0.25,0.03125,0.0,0.0,0.3168699489360269,0.0,0.0,NaN,NaN,NaN
8,8,0.125,0.0078125,0.051678043981972115,0.06715341273628264,0.19549731355094202,0.015749417035199817,0.0005193136493182246,NaN,NaN,0.6967420623183206
16,16,0.0625,0.001953125,0.009210123185313088,0.011881922194757423,0.1047698000453378,0.0014987185086420482,4.984249124539986e-10,2.4882591073532807,2.498692472654324,0.8999258635767678
32,32,0.03125,0.00048828125,0.0033486580174797503,0.009173572888819507,0.05236291934777052,0.00017068766658212466,1.4594082886620896e-11,1.4596374044955518,0.3732126027737583,1.0006054810749732
64,64,0.015625,0.0001220703125,0.0011258714626471854,0.003856726109474319,0.027521945485919023,1.9953060325407068e-5,1.1422113255221689e-13,1.5725409193096944,1.250107044033237,0.9279630773039107
