nx,h,dt,L1_error,L2_error,rel_pos_error,stefan_residual_max,stefan_residual_last,ooc_L1,ooc_L2,ooc_pos
4,0.25,0.03125,0.03432690618731178,0.04854557628440523,0.21618250101471442,0.2909737652752734,0.2909737652752734,NaN,NaN,NaN
8,0.125,0.0078125,0.05078865202985938,0.06914809664884354,0.02669799733359625,0.05479615854717724,0.05479615854717724,-0.5651663481699303,-0.5103497046526435,3.0174463163821406
16,0.0625,0.001953125,0.02758607664940418,0.03355997649743061,0.00778291250777967,0.012021443075986939,0.004790593834804864,0.8805658961015629,1.0429478352658677,1.7783494825771726
32,0.03125,0.00048828125,0.01760978512691569,0.02026104818196856,0.001606431768071179,0.0029502667586856763,0.001061139927990733,0.6475629824824323,0.7280328932021206,2.2764504342742873
64,0.015625,0.0001220703125,0.00814710476688327,0.009432179302182759,0.0004645225759712029,0.0006941627050736356,0.0002607550085395275,1.1120179400198176,1.103045763452999,1.790039085826964
128,0.0078125,3.0517578125e-5,0.004632165367132341,0.005296197296914403,0.0012006374543940335,0.00016484175387764376,7.646582574182911e-5,0.8146007024085196,0.8326342764370936,-1.369979960318572
