nx,Tstart,Tend,dx,dt,L1_error,L2_error,rel_pos_error,stefan_residual_max,stefan_residual_last,ooc_L2,ooc_pos
8,0.2,0.30000000000000004,0.125,0.0078125,0.021706779896436944,0.026093485396308166,0.05607197860225927,0.018114749902811325,0.00015806411160637114,NaN,NaN
16,0.2,0.30000000000000004,0.0625,0.001953125,0.011101381879358302,0.012538585293908545,0.027272770097437855,0.004488990703631497,1.717039587041322e-5,1.0573150821216177,1.0398187364880491
32,0.2,0.30000000000000004,0.03125,0.00048828125,0.005719316177777726,0.006450430025089234,0.01185082205209088,0.0010647396821129276,5.483889350508956e-7,0.9589073329045905,1.2024741047971275
64,0.2,0.30000000000000004,0.015625,0.0001220703125,0.0027390727912943256,0.00308677034212843,0.005820242527892138,0.00025402054818811414,2.1542563838073932e-8,1.063297193184734,1.0258359613478554
128,0.2,0.30000000000000004,0.0078125,3.0517578125e-5,0.0014058435572784477,0.0015777585019728089,0.00280837449597727,6.724997399788188e-5,7.18190446377014e-10,0.9682217518499265,1.0513439396253033
