method,h,lp_norm,inside_cells,inside_cells_by_dim,all_err,full_err,cut_err,empty_err,pair_order_all,pair_order_full,pair_order_cut
GibouFedkiw_Poisson3D,0.125,L^2,19,"[5, 5, 5]",0.0016322782156831537,0.0006489475143165494,0.00149773138347841,0.0,NaN,NaN,NaN
GibouFedkiw_Poisson3D,0.0625,L^2,281,"[10, 10, 10]",0.0006674917667134501,0.00022188301647071122,0.0006295341020406292,0.0,1.2900650333480774,1.5483025564562527,1.2504224648116025
GibouFedkiw_Poisson3D,0.03125,L^2,2855,"[20, 20, 20]",0.0002544702977381232,7.251735677380665e-5,0.00024391876803040295,0.0,1.3912527697597066,1.6134009984157027,1.3678837624549471
GibouFedkiw_Poisson3D,0.015625,L^2,26097,"[39, 39, 39]",9.114275704379063e-5,2.4039612096671303e-5,8.791529566454841e-5,0.0,1.4812973545225914,1.5929127235312117,1.4722146737544322
