method,h,lp_norm,inside_cells,inside_cells_phase1,inside_cells_phase2,inside_cells_by_dim,all_err,full_err,cut_err,empty_err,phase1_all_err,phase1_full_err,phase1_cut_err,phase1_empty_err,phase2_all_err,phase2_full_err,phase2_cut_err,phase2_empty_err,pair_order_all,pair_order_full,pair_order_cut
Heat_2ph_2D_He8.0_Dl1.0,2.0,L^2,8,1,7,"[1, 7]",0.7082384505109452,0.4671560886097851,0.532322169045167,0.0,0.7082384505109452,0.4671560886097851,0.532322169045167,0.0,0.0697438821012472,0.015840993401659516,0.0679210719777099,0.0,NaN,NaN,NaN
Heat_2ph_2D_He8.0_Dl1.0,1.0,L^2,48,5,43,"[5, 43]",0.4468840849771431,0.3286771963953208,0.30278158130172006,0.0,0.4468840849771431,0.3286771963953208,0.30278158130172006,0.0,0.1329953043729487,0.10046594255549329,0.08714554131847242,0.0,0.6643345037712954,0.5072333054239396,0.8140222033768236
Heat_2ph_2D_He8.0_Dl1.0,0.5,L^2,224,37,187,"[37, 187]",0.12736920202354984,0.12225622810059578,0.0479942627490504,0.0,0.12736920202354984,0.12225622810059578,0.03572573742739197,0.0,0.06505832859547897,0.04392194056291718,0.0479942627490504,0.0,1.8108841915667293,1.4267634035111185,2.657343585512456
Heat_2ph_2D_He8.0_Dl1.0,0.25,L^2,960,177,783,"[177, 783]",0.0607437885199353,0.06023619229382491,0.011464329660909944,0.0,0.0607437885199353,0.06023619229382491,0.00783638830686519,0.0,0.02561829064619167,0.022909953318562912,0.011464329660909944,0.0,1.0682076792832331,1.021205481256671,2.0657099553489964
Heat_2ph_2D_He8.0_Dl1.0,0.125,L^2,3968,749,3219,"[749, 3219]",0.01017923875779433,0.010044686641928272,0.004564592271465331,0.0,0.01017923875779433,0.010044686641928272,0.0016495975126224012,0.0,0.006634417736598392,0.004814560841756003,0.004564592271465331,0.0,2.577107215311825,2.5841980180319686,1.328594097019646
Heat_2ph_2D_He8.0_Dl1.0,0.0625,L^2,16128,3101,13027,"[3101, 13027]",0.0043385636239107175,0.004327584247721343,0.0003084621493722847,0.0,0.0043385636239107175,0.004327584247721343,0.0003084621493722847,0.0,0.0016379413275995362,0.0016265210617371793,0.00019308295725903058,0.0,1.2303402840433004,1.2147987470782997,3.8873206225837786
