method,h,lp_norm,inside_cells,inside_cells_by_dim,all_err,full_err,cut_err,empty_err,pair_order_all,pair_order_full,pair_order_cut
JohansenColella_Fixed_Dirichlet,0.25,L^2,49,"[2, 2]",0.021514146655180064,0.019458429961126452,0.009177581911839957,0.0,NaN,NaN,NaN
JohansenColella_Fixed_Dirichlet,0.125,L^2,228,"[4, 4]",0.00957427718737672,0.009509432691747593,0.0011124178809442163,0.0,1.168050138235694,1.0329641270403638,3.044415245952715
JohansenColella_Fixed_Dirichlet,0.0625,L^2,944,"[7, 7]",0.004682858845959119,0.0046796490356373855,0.00017335476467539437,0.0,1.0317740225409702,1.0229589415745977,2.6818994449494853
JohansenColella_Fixed_Dirichlet,0.03125,L^2,3824,"[13, 13]",0.0029672497984995095,0.002966979138259977,4.007692385230552e-5,0.0,0.6582631664663847,0.657405551786859,2.112883807447702
