method,h,lp_norm,inside_cells,inside_cells_by_dim,all_err,full_err,cut_err,empty_err,pair_order_all,pair_order_full,pair_order_cut
Scalar_1D_Diffusion_Heat_Robin_Linf,2.5,L^Inf,4,[1],0.5014371690818187,0.5014371690818187,0.0,0.11409341718171545,NaN,NaN,NaN
Scalar_1D_Diffusion_Heat_Robin_Linf,1.25,L^Inf,8,[2],0.21939646264635854,0.21939646264635854,0.0,0.11409341718171545,1.1925286748585124,1.1925286748585124,NaN
Scalar_1D_Diffusion_Heat_Robin_Linf,0.625,L^Inf,15,[4],0.10455619445082381,0.08522011662862622,0.10455619445082381,0.11409341718171545,1.0692617280050072,1.3642743341543617,NaN
Scalar_1D_Diffusion_Heat_Robin_Linf,0.3125,L^Inf,30,[7],0.010105459770369585,0.010105459770369585,0.0049369438018936895,0.18843599907776365,3.3710716702471784,3.076059064097824,4.40451650424613
Scalar_1D_Diffusion_Heat_Robin_Linf,0.15625,L^Inf,61,[13],0.002604533349549687,0.002604533349549687,0.001190503653320657,0.18843599907776365,1.956038146631993,1.956038146631993,2.0520461748790395
Scalar_1D_Diffusion_Heat_Robin_Linf,0.078125,L^Inf,122,[26],0.001220329818980237,0.001220329818980237,0.00029558648770794393,0.20680044424260569,1.0937537918878812,1.0937537918878812,2.00991982237162
