Iteration,MINRES,LSQR,BiCGSTAB,CG,IDRS,GMRES
193,0.001016592265583661,2.374921386891736e-10,,0.0001107108376956578,,
194,0.0010151734893815104,2.3023654330911052e-10,,0.00011064359027735021,,
195,0.001015170772597463,1.9250642508287338e-10,,0.0001106497654840947,,
196,0.0010137460927124233,1.5887517990320338e-10,,0.00011073300711264761,,
197,0.0010137402405454336,1.520847697020608e-10,,0.00011089492189788155,,
198,0.001012334192369597,1.1834637717346355e-10,,0.00011113455486599255,,
199,0.0010122944735866544,1.0157860189897039e-10,,0.0001114480516347542,,
200,0.0010109357496729133,9.716754636270742e-11,,0.00011182861091866924,,
201,0.0010108363034316643,9.225502017989022e-11,,0.00011226678064405179,,
202,0.0010095538249983358,7.028768831362543e-11,,0.0001127510897583309,,
203,0.001009373564603999,5.2585608629070876e-11,,0.00011326894545541174,,
204,0.001008193006941337,4.594081560313707e-11,,0.00011380767273463384,,
205,0.0010079155579667107,4.511734430861887e-11,,0.00011435553955973265,,
206,0.0010068584187207243,3.2888904914969966e-11,,0.00011490260351343716,,
207,0.001006470990427167,2.9997073786089534e-11,,0.00011544123778129489,,
208,0.0010055523875932525,2.2268753839300516e-11,,0.00011596624322986987,,
209,0.00100504369362219,2.128154750442185e-11,,0.00011647452146093922,,
210,0.0010042683086425774,1.97821641117607e-11,,0.0001169643590644287,,
211,0.0010036289447106787,1.3276826262270087e-11,,0.0001174344423312574,,
212,0.0010029899600345002,1.2133779558046627e-11,,0.00011788277230418727,,
213,0.0010022172258316968,1.1412041752151203e-11,,0.00011830567386937848,,
214,0.001001701098695817,7.765831702933889e-12,,0.0001186970860476507,,
215,0.0010008046209778012,7.613815760809865e-12,,0.00011904828473237889,,
216,0.001000398057142395,7.2150623713611855e-12,,0.00011934812853035273,,
217,0.0009994000014553106,5.110708839592858e-12,,0.0001195838406403073,,
218,0.000999093415736879,4.0953479418133e-12,,0.00011974225482488017,,
219,0.000998021676472103,3.986924513189796e-12,,0.00011981137360020617,,
220,0.0009978072330003615,3.6528185593431255e-12,,0.00011978202516076572,,
221,0.0009966867120589024,3.4221867312599883e-12,,0.00011964937488867397,,
222,0.0009965537899884163,3.185978016230382e-12,,0.00011941405624956477,,
223,0.0009954019381379754,2.9598906564489083e-12,,0.00011908273589322842,,
224,0.0009953342899352842,2.7856114969689347e-12,,0.0001186680111893743,,
225,0.0009941624043928064,2.4252190587738263e-12,,0.00011818763938726107,,
226,0.000994138895981278,1.7645754219870069e-12,,0.00011766319597355912,,
227,0.0009929563577793562,1.6207224351747993e-12,,0.0001171183368437911,,
228,0.0009929540386548876,1.5478124501998252e-12,,0.00011657688227673762,,
229,0.0009917721963230003,1.445514118373107e-12,,0.00011606094713461581,,
230,0.0009917694407857063,1.3195965629343415e-12,,0.00011558931632150728,,
231,0.0009906036200635483,1.1655388818769107e-12,,0.00011517621764667871,,
232,0.0009905819780889034,1.0148274031089817e-12,,0.00011483058735448781,,
233,0.0009894514322008707,8.685875551514486e-13,,0.00011455586610892914,,
234,0.0009893959080404763,8.151714249588636e-13,,0.0001143503109617134,,
235,0.0009883218095732618,7.444625193722774e-13,,0.00011420776423488395,,
236,0.0009882199583859394,5.399242249466981e-13,,0.00011411878380039582,,
237,0.0009872219326131316,5.059892138675146e-13,,0.00011407201113466832,,
238,0.0009870626936555828,4.651299573203162e-13,,0.00011405563482958256,,
239,0.0009861554167134255,4.440090996309515e-13,,0.00011405880010096733,,
240,0.0009859287575926794,3.7081672066259753e-13,,0.00011407282172736005,,
241,0.0009851205328058167,2.4641138257876023e-13,,0.00011409208021811011,,
242,0.0009848182821088694,2.4127667685776355e-13,,0.00011411451792035179,,
243,0.000984112158608491,1.9521671110351485e-13,,0.0001141416992596675,,
244,0.0009837292025267764,1.6986031714927218e-13,,0.00011417845076380988,,
245,0.000983125182604756,1.5817125487607665e-13,,0.00011423214411892983,,
246,0.0009826597175754768,1.532730141268608e-13,,0.00011431172214409667,,
247,0.0009821560021955928,1.3772933911327768e-13,,0.00011442658857073351,,
248,0.000981608514762853,1.0345380604416841e-13,,0.00011458548654656714,,
249,0.0009812011041124425,9.190960836739598e-14,,0.0001147954797027075,,
250,0.0009805732549300872,8.199116511502734e-14,,0.00011506112746245903,,
251,0.000980255039703703,7.802604794206959e-14,,0.00011538391787707075,,
252,0.0009795499268685003,7.474786284443244e-14,,0.00011576199108586793,,
253,0.0009793108253379336,4.879404447184361e-14,,0.00011619015782303713,,
254,0.0009785347339671597,4.240900636200348e-14,,0.00011666019224935905,,
255,0.0009783631815891544,3.994560855185688e-14,,0.00011716135777704009,,
256,0.0009775272047628637,3.8664006167000277e-14,,0.00011768110892133343,,
257,0.0009774118611359428,3.122333492204549e-14,,0.00011820590183599984,,
258,0.000976531428980211,2.8624500295476586e-14,,0.00011872204138921765,,
259,0.0009764617764593178,2.5172385906423872e-14,,0.00011921649372070877,,
260,0.0009755537080718295,2.2806208788615535e-14,,0.00011967760026460607,,
261,0.0009755192684566759,1.8036580146639992e-14,,0.00012009564179466155,,
262,0.0009745981476907303,1.764339482372707e-14,,0.00012046321802753563,,
263,0.0009745872742098317,1.7243773925155774e-14,,0.00012077542789959783,,
264,0.0009736636383773716,1.2482926946897777e-14,,0.00012102985553988635,,
265,0.0009736631831549977,9.014718704070814e-15,,0.00012122638483577765,,
266,0.000972744540354149,8.765373711565974e-15,,0.00012136687930772654,,
267,0.0009727408333079457,8.390866961840262e-15,,0.00012145477244757118,,
268,0.0009718343414708839,6.8341972789840144e-15,,0.00012149461628283513,,
269,0.0009718146749949104,5.756383301156483e-15,,0.00012149163312366743,,
270,0.0009709292927709716,4.119817014379416e-15,,0.0001214513083265074,,
271,0.0009708827682414965,3.930081260283051e-15,,0.00012137905196338033,,
272,0.0009700294239090529,2.8880078935842035e-15,,0.00012127994610990964,,
273,0.0009699468170083108,2.418749221526001e-15,,0.00012115858349996496,,
274,0.0009691368197394337,,,0.00012101899366915884,,
275,0.000969010042056666,,,0.00012086464516905212,,
276,0.0009682531616337192,,,0.0001206985073455457,,
277,0.0009680750262714132,,,0.00012052315257712125,,
278,0.0009673785175278746,,,0.00012034087954576366,,
279,0.0009671429617577358,,,0.00012015383967441598,,
280,0.0009665117084319755,,,0.00011996415181661701,,
281,0.0009662140916540593,,,0.00011977399409635277,,
282,0.0009656511420255211,,,0.0001195856659566354,,
283,0.0009652882337292233,,,0.0001194016175333343,,
284,0.000964794998848481,,,0.00011922444706983441,,
285,0.0009643647172796734,,,0.00011905686998428965,,
286,0.000963940748637619,,,0.00011890166526725363,,
287,0.000963442087609469,,,0.00011876160610273633,,
288,0.0009630849055459932,,,0.00011863938203561368,,
289,0.000962518376579569,,,0.00011853751977662257,,
290,0.0009622237938865911,,,0.00011845830899617447,,
291,0.0009615921929736148,,,0.00011840373836677568,,
292,0.0009613550911438901,,,0.00011837544581215232,,
293,0.000960663949758288,,,0.00011837468552382209,,
294,0.0009604790284243427,,,0.00011840231289807898,,
295,0.0009597361783841975,,,0.00011845878718808381,,
296,0.0009595981959499574,,,0.00011854419039993275,,
297,0.0009588124961270659,,,0.0001186582598240676,,
298,0.0009587159222340371,,,0.0001188004306217424,,
299,0.0009578958815739834,,,0.00011896988412523883,,
300,0.0009578343470699602,,,0.00011916559701305752,,
301,0.0009569875285555771,,,0.0001193863863444644,,
302,0.0009569536037821244,,,0.00011963094563433686,,
303,0.0009560871420373982,,,0.00011989786775653687,,
304,0.0009560726686094696,,,0.00012018565149198509,,
305,0.0009551944043971136,,,0.00012049268995876797,,
306,0.0009551911202213201,,,0.00012081724090515763,,
307,0.0009543103786859859,,,0.00012115738079782264,,
308,0.0009543103572695798,,,0.00012151094664431543,,
309,0.0009534376269485788,,,0.00012187547137216543,,
310,0.0009534332712747788,,,0.00012224812015652848,,
311,0.0009525788234619138,,,0.00012262563616074017,,
312,0.0009525625701447164,,,0.00012300430456985967,,
313,0.0009517348260869697,,,0.0001233799434375331,,
314,0.0009516989706042543,,,0.00012374792866732962,,
315,0.0009509036089832545,,,0.0001241032584139139,,
316,0.0009508405842515462,,,0.00012444065939545831,,
317,0.0009500808812450986,,,0.00012475473421573368,,
318,0.0009499839738667336,,,0.00012504014504172476,,
319,0.0009492621005709702,,,0.0001252918251813453,,
320,0.0009491262154192641,,,0.00012550520661910492,,
321,0.000948444707704366,,,0.00012567644877940374,,
322,0.0009482666850875694,,,0.00012580265205952822,,
323,0.0009476292892618041,,,0.00012588203929756386,,
324,0.0009474075488452769,,,0.0001259140894833422,,
325,0.0009468190493091285,,,0.0001258996106921089,,
326,0.0009465527776527812,,,0.000125840743251013,,
327,0.0009460179757893299,,,0.0001257408891978596,,
328,0.0009457063506191469,,,0.00012560456968736415,,
329,0.000945228787656811,,,0.00012543721759861393,,
330,0.0009448706706066874,,,0.0001252449176573546,,
331,0.0009444517478005044,,,0.00012503411044133226,,
332,0.0009440459726261552,,,0.00012481127934989113,,
333,0.000943684814469963,,,0.00012458264081438371,,
334,0.000943230866242711,,,0.0001243538576889688,,
335,0.0009429248275027901,,,0.00012412979401414762,,
336,0.0009424235262147426,,,0.00012391432640657699,,
337,0.000942168951057561,,,0.00012371022346918076,,
338,0.0009416227945227249,,,0.00012351910012095506,,
339,0.0009414156302466034,,,0.00012334144889292555,,
340,0.0009408286740618088,,,0.0001231767452859133,,
341,0.0009406647468431073,,,0.00012302361948642027,,
342,0.000940042155966511,,,0.00012288008233823886,,
343,0.000939917153111962,,,0.00012274378972643938,,
344,0.0009392646839670709,,,0.00012261232670974153,,
345,0.0009391740137355773,,,0.0001224834910874209,,
