method,h,lp_norm,inside_cells,inside_cells_by_dim,all_err,full_err,cut_err,empty_err
Scalar_3D_Diffusion_Heat_Dirichlet,0.5,L^2,7,"[4, 4, 4]",0.10379458485655342,0.08253528409980761,0.0629384042068776,0.0
Scalar_3D_Diffusion_Heat_Dirichlet,0.3333333333333333,L^2,57,"[6, 6, 6]",0.05587757494379836,0.05278431911497221,0.0183335494972627,0.0
Scalar_3D_Diffusion_Heat_Dirichlet,0.25,L^2,147,"[8, 8, 8]",0.042034666374372566,0.03996852012202344,0.013016550098248541,0.0
Scalar_3D_Diffusion_Heat_Dirichlet,0.2,L^2,341,"[10, 10, 10]",0.013236714464094124,0.012522232980314102,0.004290022259929726,0.0
