method,h,lp_norm,inside_cells,inside_cells_by_dim,all_err,full_err,cut_err,empty_err,pair_order_all,pair_order_full,pair_order_cut,trunc_max_all,trunc_max_full,trunc_max_cut,trunc_pair_order_max_all,trunc_pair_order_max_full,trunc_pair_order_max_cut
Scalar_3D_Diffusion_Heat_Robin,2.0,L^2,0,"[1, 1, 1]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Scalar_3D_Diffusion_Heat_Robin,1.0,L^2,1,"[2, 2, 2]",0.23699404198705162,0.09716975892227646,0.21615784484572162,0.0,NaN,NaN,NaN,0.3686842531384106,0.24159436284172475,0.3686842531384106,NaN,NaN,NaN
Scalar_3D_Diffusion_Heat_Robin,0.5,L^2,7,"[4, 4, 4]",0.19396128113523592,0.09099962061586567,0.17128936810961315,0.0,0.2890821022961131,0.094646858917184,0.33564958931171407,0.10226989843773512,0.025787798274929344,0.10226989843773512,1.8500042262451581,3.227826284158067,1.8500042262451581
Scalar_3D_Diffusion_Heat_Robin,0.25,L^2,147,"[8, 8, 8]",0.05849961439373895,0.04335745018490184,0.03927259092140347,0.0,1.7292696678687138,1.0695806151145593,2.124840921625165,0.0038960577217008,0.0009788416676924823,0.0038960577217008,4.714222710674265,4.71946927703724,4.714222710674265
Scalar_3D_Diffusion_Heat_Robin,0.125,L^2,1605,"[16, 16, 16]",0.015433144554124006,0.013295955805951647,0.007835783945124316,0.0,1.9223950693192973,1.7052924236112548,2.3253732556684352,0.0020564271733522488,0.00016789175631861915,0.0020564271733522488,0.9218750707950106,2.543544121896102,0.9218750707950106
Scalar_3D_Diffusion_Heat_Robin,0.0625,L^2,14864,"[32, 32, 32]",0.003926237834148385,0.0036000161252469033,0.0015669165351928007,0.0,1.9748125730765687,1.88491221807236,2.3221492849980545,0.00010242282498153682,6.024500716674431e-6,0.00010242282498153682,4.327530819261052,4.800545901508849,4.327530819261052
Scalar_3D_Diffusion_Heat_Robin,0.041666666666666664,L^2,52644,"[48, 48, 48]",0.0017515324502624093,0.0016392724245997885,0.000616969887651695,0.0,1.9907769288174977,1.9402059735727966,2.298705215228099,4.1694590936800874e-5,1.8595084732146749e-6,4.1694590936800874e-5,2.2165610883883904,2.8991950053031252,2.2165610883883904
