method,h,lp_norm,inside_cells,inside_cells_phase1,inside_cells_phase2,inside_cells_by_dim,all_err,full_err,cut_err,empty_err,phase1_all_err,phase1_full_err,phase1_cut_err,phase1_empty_err,phase2_all_err,phase2_full_err,phase2_cut_err,phase2_empty_err,pair_order_all,pair_order_full,pair_order_cut
Heat_2ph_2D_ratio100.0_He10.0_Dl1.0,2.5,L^2,16,0,16,"[0, 16]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006768508514649756,0.0006768508514649756,0.0,0.0,NaN,NaN,NaN
Heat_2ph_2D_ratio100.0_He10.0_Dl1.0,1.25,L^2,56,1,55,"[1, 55]",0.14471339221170365,0.07958908130494455,0.14058985861687517,0.0,0.08844738760961436,0.07958908130494455,0.038581323357296735,0.0,0.14471339221170365,0.03429952681168381,0.14058985861687517,0.0,NaN,NaN,NaN
Heat_2ph_2D_ratio100.0_He10.0_Dl1.0,0.625,L^2,240,5,235,"[5, 235]",0.09239981842834842,0.07270017479530476,0.08137865422071766,0.0,0.09239981842834842,0.07270017479530476,0.05702991346937053,0.0,0.08709442139329981,0.031031481999069112,0.08137865422071766,0.0,0.6472365176102434,0.13061169052015506,0.7887702025269565
Heat_2ph_2D_ratio100.0_He10.0_Dl1.0,0.3125,L^2,1000,21,979,"[21, 979]",0.04333953176942514,0.036263355492385255,0.02373360618249791,0.0,0.04333953176942514,0.036263355492385255,0.02373360618249791,0.0,0.029064922063558086,0.022717319211659794,0.01812989526710673,0.0,1.0922064496922164,1.003446407280553,1.777719096146254
Heat_2ph_2D_ratio100.0_He10.0_Dl1.0,0.15625,L^2,4048,101,3947,"[101, 3947]",0.010600478801850888,0.009293316515504812,0.005314025571862748,0.0,0.010004602875812153,0.008476627331922622,0.005314025571862748,0.0,0.010600478801850888,0.009293316515504812,0.005099452810952907,0.0,2.031554137130899,1.9642469758985261,2.159054250835918
Heat_2ph_2D_ratio100.0_He10.0_Dl1.0,0.078125,L^2,16280,473,15807,"[473, 15807]",0.002113955077080962,0.0018835613249042415,0.0009596889096167338,0.0,0.0018392671137032138,0.0017361635450391815,0.0006071570311106776,0.0,0.002113955077080962,0.0018835613249042415,0.0009596889096167338,0.0,2.326112805879537,2.302730539324432,2.469166444031405
Heat_2ph_2D_ratio100.0_He10.0_Dl1.0,0.0390625,L^2,65328,1953,63375,"[1953, 63375]",0.0010344280771267826,0.0010031979682008938,0.00025226034834237147,0.0,0.0007047762517062093,0.0006881153320956699,0.000152337962123432,0.0,0.0010344280771267826,0.0010031979682008938,0.00025226034834237147,0.0,1.0311113794699525,0.9088566739164463,1.9276533677006569
