method,h,lp_norm,inside_cells,inside_cells_phase1,inside_cells_phase2,inside_cells_by_dim,all_err,full_err,cut_err,empty_err,phase1_all_err,phase1_full_err,phase1_cut_err,phase1_empty_err,phase2_all_err,phase2_full_err,phase2_cut_err,phase2_empty_err,pair_order_all,pair_order_full,pair_order_cut
Heat_2ph_2D_ratio10000.0_He10.0_Dl1.0,2.5,L^2,16,0,16,"[0, 16]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07932346221310264,0.07932346221310264,0.0,0.0,NaN,NaN,NaN
Heat_2ph_2D_ratio10000.0_He10.0_Dl1.0,1.25,L^2,56,1,55,"[1, 55]",0.16531838332357265,0.05931404413785397,0.15431141251615973,0.0,0.16531838332357265,0.05931404413785397,0.15431141251615973,0.0,0.1446426207143485,0.053085437828155856,0.13454896513057196,0.0,NaN,NaN,NaN
Heat_2ph_2D_ratio10000.0_He10.0_Dl1.0,0.625,L^2,240,5,235,"[5, 235]",0.0851236491751361,0.05056288412888576,0.0726552761089664,0.0,0.07531694748688646,0.01984574091013666,0.0726552761089664,0.0,0.0851236491751361,0.05056288412888576,0.06847941586681741,0.0,0.9576152562045012,0.23029498286159114,1.0867052912902797
Heat_2ph_2D_ratio10000.0_He10.0_Dl1.0,0.3125,L^2,1000,21,979,"[21, 979]",0.04682906191980888,0.04649777055373851,0.005560429283893611,0.0,0.006174569676950828,0.004988205908145387,0.0036391087526294287,0.0,0.04682906191980888,0.04649777055373851,0.005560429283893611,0.0,0.8621558609718034,0.12091721338223511,3.707799394565375
Heat_2ph_2D_ratio10000.0_He10.0_Dl1.0,0.15625,L^2,4048,101,3947,"[101, 3947]",0.04533168585622288,0.045317112894880336,0.0011493569680250564,0.0,0.002145013382252391,0.001900305772530004,0.0009949474262145655,0.0,0.04533168585622288,0.045317112894880336,0.0011493569680250564,0.0,0.04688432312467781,0.037105592914264116,2.2743693274393113
Heat_2ph_2D_ratio10000.0_He10.0_Dl1.0,0.078125,L^2,16280,473,15807,"[473, 15807]",0.045018619458186845,0.04501804447904842,0.00022752846735592594,0.0,0.0005464112384191133,0.000523791290064646,0.00015558896465727606,0.0,0.045018619458186845,0.04501804447904842,0.00022752846735592594,0.0,0.009997999363949085,0.009552562021379819,2.3367079753897775
Heat_2ph_2D_ratio10000.0_He10.0_Dl1.0,0.0390625,L^2,65328,1953,63375,"[1953, 63375]",0.04496653532043676,0.044966520842758824,3.6083539495054194e-5,0.0,0.00013904884907361108,0.0001354246230185089,3.153971954521191e-5,0.0,0.04496653532043676,0.044966520842758824,3.6083539495054194e-5,0.0,0.0016700873786829515,0.0016521256155676686,2.656634293200251
