method,h,lp_norm,inside_cells,inside_cells_phase1,inside_cells_phase2,inside_cells_by_dim,all_err,full_err,cut_err,empty_err,phase1_all_err,phase1_full_err,phase1_cut_err,phase1_empty_err,phase2_all_err,phase2_full_err,phase2_cut_err,phase2_empty_err,pair_order_all,pair_order_full,pair_order_cut
Heat_2ph_2D_ratio10000.0_He100.0_Dl1.0,2.5,L^2,16,0,16,"[0, 16]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08739228074035958,0.08739228074035958,0.0,0.0,NaN,NaN,NaN
Heat_2ph_2D_ratio10000.0_He100.0_Dl1.0,1.25,L^2,56,1,55,"[1, 55]",0.15319114875351456,0.06348340981723828,0.139418021555314,0.0,0.01367918986189483,0.007469617252556368,0.011459714367211715,0.0,0.15319114875351456,0.06348340981723828,0.139418021555314,0.0,NaN,NaN,NaN
Heat_2ph_2D_ratio10000.0_He100.0_Dl1.0,0.625,L^2,240,5,235,"[5, 235]",0.10773310708327243,0.061140613636322824,0.08870314383374318,0.0,0.01392519861675645,0.01056689991647749,0.0090692768549242,0.0,0.10773310708327243,0.061140613636322824,0.08870314383374318,0.0,0.5078712744808975,0.054248588334670354,0.652359917154665
Heat_2ph_2D_ratio10000.0_He100.0_Dl1.0,0.3125,L^2,1000,21,979,"[21, 979]",0.06121134094030765,0.05636598729515508,0.023868467398494506,0.0,0.009238000289471361,0.0075214649407740215,0.005363600888673595,0.0,0.06121134094030765,0.05636598729515508,0.023868467398494506,0.0,0.8155907892372898,0.11730616645870515,1.8938793041962565
Heat_2ph_2D_ratio10000.0_He100.0_Dl1.0,0.15625,L^2,4048,101,3947,"[101, 3947]",0.051813146963823845,0.05162674198523439,0.004391094429051026,0.0,0.00688454118035995,0.006197361815027022,0.002998268466584831,0.0,0.051813146963823845,0.05162674198523439,0.004391094429051026,0.0,0.24048076231748242,0.12670630876404737,2.442453468912868
Heat_2ph_2D_ratio10000.0_He100.0_Dl1.0,0.078125,L^2,16280,473,15807,"[473, 15807]",0.05065956069880091,0.05064116403461579,0.001365135676272056,0.0,0.0006344238412706725,0.0006053214562047434,0.00018994616350641053,0.0,0.05065956069880091,0.05064116403461579,0.001365135676272056,0.0,0.03248364432321392,0.027807989804469625,1.6855362165746084
Heat_2ph_2D_ratio10000.0_He100.0_Dl1.0,0.0390625,L^2,65328,1953,63375,"[1953, 63375]",0.050595608808539236,0.050594920196194465,0.00026397167924835445,0.0,7.513721865399166e-5,7.48659163054452e-5,6.379357554160116e-6,0.0,0.050595608808539236,0.050594920196194465,0.00026397167924835445,0.0,0.0018223876894989948,0.0013180233413669165,2.370589282453679
