method,h,lp_norm,inside_cells,inside_cells_phase1,inside_cells_phase2,inside_cells_by_dim,all_err,full_err,cut_err,empty_err,phase1_all_err,phase1_full_err,phase1_cut_err,phase1_empty_err,phase2_all_err,phase2_full_err,phase2_cut_err,phase2_empty_err,pair_order_all,pair_order_full,pair_order_cut
Heat_2ph_2D_ratio1.0e6_He1000.0_Dl1.0,2.5,L^2,16,0,16,"[0, 16]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08701901466841278,0.08701901466841278,0.0,0.0,NaN,NaN,NaN
Heat_2ph_2D_ratio1.0e6_He1000.0_Dl1.0,1.25,L^2,56,1,55,"[1, 55]",0.14802192600367706,0.06319160791702745,0.1338555612094571,0.0,0.0017336451054666367,0.000724706445954661,0.0015749050507570894,0.0,0.14802192600367706,0.06319160791702745,0.1338555612094571,0.0,NaN,NaN,NaN
Heat_2ph_2D_ratio1.0e6_He1000.0_Dl1.0,0.625,L^2,240,5,235,"[5, 235]",0.1064887597217191,0.0609685149014026,0.08730805310959279,0.0,0.0015646054191500683,0.001123829866016243,0.0010885754681617965,0.0,0.1064887597217191,0.0609685149014026,0.08730805310959279,0.0,0.47510973663376294,0.05166857119564715,0.6164904426964614
Heat_2ph_2D_ratio1.0e6_He1000.0_Dl1.0,0.3125,L^2,1000,21,979,"[21, 979]",0.06197576650221042,0.05619847982825625,0.026129035545338943,0.0,0.0010113309548711617,0.0008177619860988246,0.0005950257426131423,0.0,0.06197576650221042,0.05619847982825625,0.026129035545338943,0.0,0.7809250422867114,0.11753329860595065,1.7404608571199078
Heat_2ph_2D_ratio1.0e6_He1000.0_Dl1.0,0.15625,L^2,4048,101,3947,"[101, 3947]",0.05221724429834896,0.051363133822629484,0.009405800658748529,0.0,0.0011562252739575221,0.0010260575790908518,0.0005329753545224837,0.0,0.05221724429834896,0.051363133822629484,0.009405800658748529,0.0,0.24717788616605268,0.12979787759627082,1.474031212037268
Heat_2ph_2D_ratio1.0e6_He1000.0_Dl1.0,0.078125,L^2,16280,473,15807,"[473, 15807]",0.05039230621380852,0.05036997129292645,0.0015001724887523384,0.0,0.0019031211095281411,0.0018261768030054199,0.0005356755003698855,0.0,0.05039230621380852,0.05036997129292645,0.0015001724887523384,0.0,0.05132284014009507,0.028169319634057128,2.648422366557191
Heat_2ph_2D_ratio1.0e6_He1000.0_Dl1.0,0.0390625,L^2,65328,1953,63375,"[1953, 63375]",0.05033859572655838,0.050323254097487745,0.0012427054202667968,0.0,0.00031963883241764666,0.00031184508031273714,7.015432327418567e-5,0.0,0.05033859572655838,0.050323254097487745,0.0012427054202667968,0.0,0.001538512203313986,0.0013386932588227794,0.2716440400731416
